MLAI        ALA         CrownCover  HsD         N           Cab         Car         Cdm         CwRel       Cbp         Bs          
2.264       34.89       0.9324      0.2053      1.635       40.05       10.01       0.008356    0.6727      0.7635      0.7324      
0.1864      60.63       0.9585      0.4289      1.414       47.72       11.93       0.01018     0.6365      1.457       0.5086      
0.4871      43.31       0.9736      0.189       1.845       77.25       19.31       0.01007     0.8404      1.271       0.781       
1.576       28.74       0.9328      0.4917      1.352       80.88       20.22       0.009608    0.7465      1.102       0.4268      
0.895       60.2        0.9693      0.3112      1.692       28.68       7.17        0.00735     0.6638      1.749       0.064       
3.017       53.35       0.9355      0.1332      1.648       32.32       8.081       0.005137    0.7345      0.9092      0.2385      
2.21        31.37       0.9505      0.4877      1.477       68.95       17.24       0.009029    0.6546      1.338       0.3243      
0.6306      72.1        0.9495      0.4201      2.005       43.58       10.9        0.005683    0.8169      1.323       0.1133      
1.045       63.41       0.9732      0.2155      1.585       81.47       20.37       0.004339    0.6826      0.8617      0.2223      
1.261       73.69       0.9344      0.1187      1.483       65.19       16.3        0.003503    0.6473      1.644       0.5083      
1.074       59.96       0.9456      0.3101      1.746       46.06       11.52       0.006925    0.7468      0.1812      0.3065      
3.474       49.39       0.9242      0.2621      1.596       46.39       11.6        0.006999    0.7709      0.4341      0.2727      
1.182       24.57       0.9452      0.3856      1.541       24.57       6.141       0.004766    0.6885      1.289       0.3651      
1.586       33.75       0.9535      0.4609      1.741       49.35       12.34       0.003702    0.7549      0.2655      0.4542      
0.7919      50.4        0.9518      0.1562      2.061       64.57       16.14       0.008825    0.6808      1.408       0.5607      
1.144       9.609       0.9633      0.3052      2.097       46.42       11.61       0.006469    0.7272      0.07973     0.2681      
1.644       25.06       0.9375      0.1145      1.72        80.36       20.09       0.00817     0.7852      0.3361      0.4251      
2.845       32.24       0.9171      0.213       1.545       50.07       12.52       0.004122    0.8119      1.128       0.7167      
0.4749      33.2        0.9816      0.2484      1.866       83.76       20.94       0.008314    0.8364      1.155       0.7741      
1.943       26.42       0.9518      0.4743      1.318       32.17       8.043       0.003533    0.7465      1.6         0.5531      
2.893       58.55       0.9408      0.3466      1.764       71.15       17.79       0.005737    0.7931      0.288       0.413       
1.127       24.73       0.9646      0.355       1.773       57.83       14.46       0.009196    0.6786      1.305       0.4539      
3.779       27.72       0.9206      0.1461      1.67        63.69       15.92       0.004684    0.7452      0.795       0.2081      
3.033       65.4        0.9161      0.3287      1.655       48.63       12.16       0.006281    0.6549      0.4135      0.3409      
4.321       56.36       0.9032      0.4736      1.842       61.89       15.47       0.005286    0.6942      0.2945      0.386       
1.635       61.72       0.9619      0.3599      1.344       80.41       20.1        0.004335    0.6329      1.105       0.8976      
0.9897      55.36       0.9577      0.265       2.057       41.1        10.27       0.004532    0.7532      1.129       0.7888      
0.3316      38.47       0.9554      0.2135      1.688       67.97       16.99       0.005503    0.728       1.623       0.05262     
0.4633      73.66       0.9478      0.12        1.918       48.44       12.11       0.009153    0.6489      0.1142      0.1475      
3.6         37.08       0.9203      0.4703      1.918       46.71       11.68       0.006613    0.7371      0.9759      0.2353      
2.477       58          0.9163      0.2028      1.678       28.66       7.166       0.006435    0.7548      1.264       0.5145      
2.27        14.35       0.9216      0.163       1.845       40.22       10.06       0.006241    0.65        1.108       0.3418      
1.065       30.76       0.9543      0.1858      1.517       51.85       12.96       0.005663    0.7584      0.9435      0.3179      
2.801       46.23       0.9324      0.1334      1.523       44.66       11.17       0.005991    0.7225      0.4653      0.7005      
1.498       49.53       0.9533      0.2748      1.484       64.2        16.05       0.008288    0.828       1.195       0.9056      
4.943       31.02       0.8965      0.329       1.784       51.77       12.94       0.004435    0.7266      0.6303      0.3645      
0.9683      45.09       0.9628      0.3067      2.059       47.38       11.84       0.007678    0.6358      1.449       0.1495      
1.098       61.69       0.9683      0.3416      1.682       41.38       10.34       0.004038    0.7915      1.737       0.6184      
2.281       50.62       0.9416      0.1984      1.652       79.15       19.79       0.00491     0.8231      0.7273      0.5806      
3.075       52.85       0.913       0.3398      1.962       73.86       18.46       0.004965    0.8141      1.38        0.6945      
0.9335      10.27       0.9429      0.2407      1.342       51.47       12.87       0.009156    0.7503      0.2505      0.119       
2.139       58.07       0.9218      0.4147      1.416       32.16       8.039       0.006069    0.7225      0.5624      0.5129      
1.65        13.5        0.9314      0.1152      1.598       53.43       13.36       0.006229    0.6908      1.321       0.3819      
2.523       30.93       0.9485      0.2041      1.846       39.41       9.853       0.00605     0.8028      0.9346      0.5997      
2.155       20.2        0.9285      0.1674      1.805       52.32       13.08       0.006242    0.7972      0.8734      0.408       
0.495       69.78       0.9578      0.1189      1.971       21.24       5.31        0.009853    0.6672      0.5552      0.8372      
3.845       58.43       0.9177      0.1955      1.697       53.06       13.27       0.006527    0.7115      0.6938      0.2068      
4.241       46.05       0.9075      0.4277      1.536       70.22       17.55       0.005962    0.7691      0.1936      0.6087      
0.1154      24.66       0.9971      0.2545      1.412       36.64       9.16        0.00785     0.7102      0.8664      0.8728      
1.367       27.06       0.9528      0.4294      1.95        53.38       13.35       0.003798    0.7568      0.1949      0.1041      
2.597       49.19       0.9297      0.1088      1.703       40.59       10.15       0.008315    0.7052      0.2655      0.4808      
0.7521      66.07       0.9763      0.3231      1.884       31.76       7.941       0.01024     0.7424      0.3857      0.6232      
0.8331      45.14       0.9781      0.4692      1.817       74.71       18.68       0.008002    0.7058      1.154       0.9186      
0.2394      51.18       0.9524      0.321       1.412       32.76       8.19        0.0105      0.7394      0.5068      0.01932     
4.202       59.25       0.8974      0.4546      1.414       48.4        12.1        0.007241    0.6734      0.02956     0.5999      
2.623       68.47       0.9354      0.3385      1.665       59.11       14.78       0.005048    0.6581      1.134       0.2644      
0.1831      26.78       0.9717      0.43        2.037       65.18       16.3        0.008239    0.6705      1.612       0.5088      
4.211       26.6        0.8878      0.4672      1.4         39.93       9.983       0.007134    0.6864      1.027       0.6467      
1.591       38.71       0.9646      0.1582      1.99        67.49       16.87       0.00385     0.7945      0.6753      0.5704      
0.3413      6.711       0.9722      0.4295      1.794       46.01       11.5        0.005761    0.6935      1.307       0.3802      
3.056       22.93       0.9146      0.3397      1.644       67.04       16.76       0.004472    0.6838      0.5886      0.4952      
0.3549      67.02       0.947       0.1426      1.936       31.79       7.947       0.009591    0.7976      1.913       0.1579      
0.8903      25.45       0.938       0.3373      1.891       52.38       13.09       0.00629     0.6751      0.2758      0.2312      
0.47        44.59       0.9565      0.3283      1.551       61.38       15.35       0.00812     0.6801      0.4881      0.92        
